Ora,Paratartalom,Homerseklet,D1,D2,D3,D4,D5,D6,D7,D8,L1,L2,L3,L4,L5,L6,L7,L8,Meretszam,Idokulonbseg,Megerositett
18,63,2371,3,3,0,1352,1909,0,3,3,1909,1352,3,3,3,3,0,0,3273,690,1
10,78,1825,1596,4,0,0,0,0,0,0,1596,4,0,0,0,0,0,0,1600,370,0
10,77,2705,2235,1387,211,28,9,0,4,0,2235,1387,211,28,9,4,0,0,3874,280,1
10,55,3033,0,0,0,1568,0,0,0,0,1568,0,0,0,0,0,0,0,1568,200,1
19,56,2548,3,2,0,757,1510,0,0,2,1510,757,3,2,2,0,0,0,2274,2310,1
9,54,2804,0,852,1483,0,0,0,0,0,1483,852,0,0,0,0,0,0,2335,1230,1
12,55,3823,23,67,136,255,401,1846,608,350,1846,608,401,350,255,136,67,23,3686,1580,0
12,61,3318,0,0,1912,0,0,5,17,12,1912,17,12,5,0,0,0,0,1946,4200,1
11,61,3030,700,883,1115,1846,1446,860,684,547,1846,1446,1115,883,860,700,684,547,8081,1040,0
13,51,3179,315,867,1251,1409,1290,1159,723,255,1409,1290,1251,1159,867,723,315,255,7269,1690,0
9,51,2659,0,0,1146,2176,119,0,0,0,2176,1146,119,0,0,0,0,0,3441,7200,1
5,57,1825,1,1,1,750,2062,92,2,2,2062,750,92,2,2,1,1,1,2911,330,0
5,65,1833,16,2113,848,2,3,4,3,3,2113,848,16,4,3,3,3,2,2992,500,0
8,67,2408,0,0,0,1272,1887,0,0,0,1887,1272,0,0,0,0,0,0,3159,190,1
14,61,3517,855,1381,513,377,230,86,78,33,1381,855,513,377,230,86,78,33,3553,6020,0
9,59,3305,0,0,0,0,2634,749,0,0,2634,749,0,0,0,0,0,0,3383,470,1
8,63,2708,0,0,0,65,1367,0,0,0,1367,65,0,0,0,0,0,0,1432,390,1
16,71,3275,0,0,0,0,3138,1924,0,0,3138,1924,0,0,0,0,0,0,5062,230,1
1,56,1225,2070,892,7,2,3,1,4,3,2070,892,7,4,3,3,2,1,2982,28260,1
19,59,2425,4,2,4,3,4,3,73,2106,2106,73,4,4,4,3,3,2,2199,140,0
15,52,3733,5,10,9,0,0,0,2251,0,2251,10,9,5,0,0,0,0,2275,6290,1
20,64,1543,3,48,2809,2454,405,170,2,3,2809,2454,405,170,48,3,3,2,5894,5410,1
10,65,2423,0,184,2673,3147,0,0,0,0,3147,2673,184,0,0,0,0,0,6004,850,1
18,59,2850,2,0,0,0,365,3924,219,0,3924,365,219,2,0,0,0,0,4510,390,1
10,61,2233,0,0,0,1018,2385,106,0,0,2385,1018,106,0,0,0,0,0,3509,350,1
8,55,2145,2,2,1,2,0,2018,323,0,2018,323,2,2,2,1,0,0,2348,94410,0
11,71,2801,0,6,5,0,9,51,625,187,625,187,51,9,6,5,0,0,883,110,0
19,58,2876,64,1688,492,0,0,0,1,0,1688,492,64,1,0,0,0,0,2245,640,1
2,76,1772,1640,34,3,2,3,4,4,2,1640,34,4,4,3,3,2,2,1692,160,0
9,66,2825,2114,2037,985,209,49,36,20,9,2114,2037,985,209,49,36,20,9,5459,130,0
11,59,3348,0,0,21,2447,0,0,0,0,2447,21,0,0,0,0,0,0,2468,130,1
5,67,1853,0,1229,1389,6,3,3,4,3,1389,1229,6,4,3,3,3,0,2637,110,0
17,68,2541,1,2,3,0,0,361,1898,0,1898,361,3,2,1,0,0,0,2265,170,0
18,80,2417,6,742,2034,7,4,0,1,1,2034,742,7,6,4,1,1,0,2795,1350,1
10,57,2975,0,0,0,1,1704,0,0,0,1704,1,0,0,0,0,0,0,1705,6560,0
15,51,3020,0,0,51,652,2831,163,0,0,2831,652,163,51,0,0,0,0,3697,1570,1
15,56,3491,0,0,5,1,6,1,2045,2053,2053,2045,6,5,1,1,0,0,4111,24210,1
23,61,1755,2,2,1,0,0,0,3021,2834,3021,2834,2,2,1,0,0,0,5860,170,0
13,56,3214,3,5,28,81,251,756,1059,348,1059,756,348,251,81,28,5,3,2531,11740,0
20,60,1958,0,609,2978,433,0,5,5,4,2978,609,433,5,5,4,0,0,4034,150,0
10,58,3656,0,194,3651,5,0,0,0,0,3651,194,5,0,0,0,0,0,3850,760,1
14,58,3177,0,0,2313,967,0,0,0,0,2313,967,0,0,0,0,0,0,3280,260,1
9,67,2610,0,0,0,0,0,0,651,2480,2480,651,0,0,0,0,0,0,3131,2250,1
22,63,2019,3,1,0,2,0,1921,1,1,1921,3,2,1,1,1,0,0,1929,2100,1
18,80,2372,0,0,0,2566,379,0,0,4,2566,379,4,0,0,0,0,0,2949,410,1
19,60,2464,1,1,1,0,464,1463,1,1,1463,464,1,1,1,1,1,0,1932,1070,1
20,69,2053,2,2,1877,2788,82,3,4,4,2788,1877,82,4,4,3,2,2,4762,1280,1
9,73,2229,0,0,0,0,214,4139,56,0,4139,214,56,0,0,0,0,0,4409,160,1
14,68,2446,2,0,0,1767,2107,83,4,5,2107,1767,83,5,4,2,0,0,3968,1020,1
8,64,2335,3,12,21,31,68,179,1802,917,1802,917,179,68,31,21,12,3,3033,340,1
19,62,2165,0,2,0,1298,10,1,5,4,1298,10,5,4,2,1,0,0,1320,3850,1
6,57,1773,3,3,3,1,0,317,1769,0,1769,317,3,3,3,1,0,0,2096,170,0
11,54,3576,0,0,0,0,0,170,2188,0,2188,170,0,0,0,0,0,0,2358,1730,1
17,69,2842,0,0,110,2451,12,0,0,0,2451,110,12,0,0,0,0,0,2573,3160,1
8,53,2236,32,3353,1077,70,76,32,24,12,3353,1077,76,70,32,32,24,12,4676,740,1
22,54,1743,2433,2821,0,1,7,3,6,3,2821,2433,7,6,3,3,1,0,5274,130,0
10,56,3231,0,0,1257,651,0,0,0,0,1257,651,0,0,0,0,0,0,1908,700,1
6,73,1821,1136,1755,18,3,4,6,5,3,1755,1136,18,6,5,4,3,3,2930,120,0
15,57,1923,0,1536,0,0,0,0,0,3,1536,3,0,0,0,0,0,0,1539,31880,1
10,52,3092,1,0,0,0,3222,2897,0,0,3222,2897,1,0,0,0,0,0,6120,42530,1
16,53,2964,0,0,0,0,1645,397,0,0,1645,397,0,0,0,0,0,0,2042,4030,1
6,67,1720,0,1471,1461,0,1,3,2,3,1471,1461,3,3,2,1,0,0,2941,140,0
9,56,2742,0,1932,0,0,3,4,8,7,1932,8,7,4,3,0,0,0,1954,1050,1
16,60,2958,0,7,2615,804,0,0,0,1,2615,804,7,1,0,0,0,0,3427,540,1
10,60,2508,0,3837,446,0,0,0,0,0,3837,446,0,0,0,0,0,0,4283,290,1
7,58,2377,0,14,1848,3351,339,0,0,0,3351,1848,339,14,0,0,0,0,5552,580,1
19,56,2487,0,0,1,97,2129,75,0,0,2129,97,75,1,0,0,0,0,2302,5010,1
15,61,2900,0,0,0,0,230,2543,0,0,2543,230,0,0,0,0,0,0,2773,440,1
18,57,1925,3,4,2,10,0,2007,1,6,2007,10,6,4,3,2,1,0,2033,220,1
18,51,3275,0,0,0,276,2412,0,0,0,2412,276,0,0,0,0,0,0,2688,49670,1
15,52,3368,0,0,2086,449,0,0,0,0,2086,449,0,0,0,0,0,0,2535,25920,1
13,59,3513,1970,1887,1830,1798,1783,1870,1967,1988,1988,1970,1967,1887,1870,1830,1798,1783,15093,4770,0
11,59,3325,36,156,374,807,1376,1566,1647,592,1647,1566,1376,807,592,374,156,36,6554,120,0
8,67,1998,1321,1762,27,0,0,0,4,1,1762,1321,27,4,1,0,0,0,3115,130,1
14,68,2502,3,3,0,12,1377,3185,864,13,3185,1377,864,13,12,3,3,0,5457,490,1
0,61,1759,2,3,2257,10,8,4,4,4,2257,10,8,4,4,4,3,2,2292,110,0
5,55,1831,4,3,6,13,2491,1498,1,2,2491,1498,13,6,4,3,2,1,4018,14980,1
3,70,1766,19,2800,1564,10,5,5,6,5,2800,1564,19,10,6,5,5,5,4414,140,0
9,77,1831,5,5,1,1,0,0,243,2810,2810,243,5,5,1,1,0,0,3065,120,0
11,62,2456,36,27,5,688,3590,2119,38,36,3590,2119,688,38,36,36,27,5,6539,1470,0
3,68,1567,3,2,2,1,0,10,285,2132,2132,285,10,3,2,2,1,0,2435,330,0
4,54,1463,2366,65,4,5,3,5,1,1,2366,65,5,5,4,3,1,1,2450,140,0
10,77,1819,1542,7,0,1,5,4,3,5,1542,7,5,5,4,3,1,0,1567,240,0
18,69,2272,6,4241,491,0,1,5,7,4,4241,491,7,6,5,4,1,0,4755,130,1
6,73,1826,1122,1867,24,4,5,4,5,4,1867,1122,24,5,5,4,4,4,3035,150,0
6,55,1691,14,2835,256,3,6,4,5,3,2835,256,14,6,5,4,3,3,3126,660,0
15,69,2685,0,0,0,0,2059,3254,0,0,3254,2059,0,0,0,0,0,0,5313,510,0
4,68,1520,0,491,2363,2,4,4,4,3,2363,491,4,4,4,3,2,0,2871,110,0
14,51,3419,3,10,6,5,0,1472,0,0,1472,10,6,5,3,0,0,0,1496,2370,1
11,71,2003,0,53,2739,74,0,0,0,0,2739,74,53,0,0,0,0,0,2866,2380,1
6,68,1739,59,1409,0,0,0,2,1,2,1409,59,2,2,1,0,0,0,1473,100,0
15,69,2776,4,1,0,0,2669,2844,0,1,2844,2669,4,1,1,0,0,0,5519,640,1
17,58,2872,0,0,1580,2773,0,0,0,0,2773,1580,0,0,0,0,0,0,4353,130,1
17,60,2730,0,0,0,3063,2463,0,0,0,3063,2463,0,0,0,0,0,0,5526,480,1
10,59,3649,230,893,1873,906,310,33,17,9,1873,906,893,310,230,33,17,9,4271,510,1
17,54,3486,0,527,2465,105,0,0,0,0,2465,527,105,0,0,0,0,0,3097,14000,1
20,54,1947,3,7,5,5,1,69,3525,0,3525,69,7,5,5,3,1,0,3615,5210,0
5,51,1104,134,2243,1394,4,3,5,3,2,2243,1394,134,5,4,3,3,2,3788,26530,0
12,79,2742,0,2529,2798,0,0,0,0,0,2798,2529,0,0,0,0,0,0,5327,200,1
6,65,1798,8,10,10,7,1610,4239,1,3,4239,1610,10,10,8,7,3,1,5888,1480,0
18,49,3092,0,7,1235,7,6,5,4,2,1235,7,7,6,5,4,2,0,1266,1440,0
10,59,3220,0,71,1682,1785,930,7,1,7,1785,1682,930,71,7,7,1,0,4483,1660,0
23,64,1753,12,173,2770,43,1,3,4,3,2770,173,43,12,4,3,3,1,3009,110,0
15,63,3005,0,0,0,2541,0,8,5,5,2541,8,5,5,0,0,0,0,2559,3830,1
19,60,1901,4,3,5,1,1173,2428,0,3,2428,1173,5,4,3,3,1,0,3617,1970,1
4,76,1745,61,2610,2,0,2,3,3,5,2610,61,5,3,3,2,2,0,2686,250,0
2,70,1788,4,6,7,7,1,30,2510,0,2510,30,7,7,6,4,1,0,2565,280,0
9,52,2768,0,0,601,2904,0,0,0,0,2904,601,0,0,0,0,0,0,3505,32490,1
12,57,3244,0,0,90,109,449,2633,137,0,2633,449,137,109,90,0,0,0,3418,4090,1
22,64,2103,0,58,1767,105,2,1,2,2,1767,105,58,2,2,2,1,0,1937,710,1
22,63,1861,9,1133,2210,0,3,4,3,3,2210,1133,9,4,3,3,3,0,3365,100,0
2,67,1635,1664,801,7,1,3,2,2,2,1664,801,7,3,2,2,2,1,2482,620,0
21,61,1831,6,3,6,6,4,0,0,2415,2415,6,6,6,4,3,0,0,2440,1110,0
9,54,3866,0,0,0,0,1990,4689,339,0,4689,1990,339,0,0,0,0,0,7018,3060,1
6,59,1402,2,2726,360,2,3,5,4,4,2726,360,5,4,4,3,2,2,3106,140,0
9,71,1824,0,3124,1195,0,3,3,5,3,3124,1195,5,3,3,3,0,0,4333,160,0
21,66,2042,1,1,0,3018,1318,10,6,8,3018,1318,10,8,6,1,1,0,4362,5270,1
5,69,1409,4,115,2096,27,3,2,2,1,2096,115,27,4,3,2,2,1,2250,120,0
12,57,3983,21,200,682,1236,1629,888,234,39,1629,1236,888,682,234,200,39,21,4929,1620,0
17,54,2604,0,0,2554,873,0,0,0,0,2554,873,0,0,0,0,0,0,3427,6210,1
1,62,1756,4,3,2,3,0,0,2728,2625,2728,2625,4,3,3,2,0,0,5365,180,0
6,67,1694,0,1252,2039,5,2,4,3,2,2039,1252,5,4,3,2,2,0,3307,110,0
19,81,2316,0,0,340,1915,253,0,0,0,1915,340,253,0,0,0,0,0,2508,190,1
9,59,2743,2,0,0,0,1588,0,0,0,1588,2,0,0,0,0,0,0,1590,1680,1
9,60,2376,0,0,0,0,256,2550,1349,0,2550,1349,256,0,0,0,0,0,4155,340,1
8,64,2755,0,0,0,0,29,895,2445,0,2445,895,29,0,0,0,0,0,3369,560,1
14,70,2640,1754,150,1,0,1,2,1,2,1754,150,2,2,1,1,1,0,1911,1020,1
16,56,2792,0,1285,0,606,0,0,2,66,1285,606,66,2,0,0,0,0,1959,12390,0
21,53,1997,4,4,3,8,7,2550,2368,0,2550,2368,8,7,4,4,3,0,4944,9780,1
7,77,1786,7,5,4,1,0,0,303,3007,3007,303,7,5,4,1,0,0,3327,160,0
7,69,1367,4,596,1390,12,2,1,2,2,1390,596,12,4,2,2,2,1,2009,110,0
5,71,1747,4,4,5,4,1,56,2558,0,2558,56,5,4,4,4,1,0,2632,630,0
10,52,3459,2,0,0,0,0,1784,2,9,1784,9,2,2,0,0,0,0,1797,6120,0
18,60,2240,3,4,4,4,3,123,2210,2666,2666,2210,123,4,4,4,3,3,5017,1370,1
15,58,2720,0,0,0,2059,1837,67,0,0,2059,1837,67,0,0,0,0,0,3963,1070,1
14,61,3227,0,13,2774,610,0,0,0,0,2774,610,13,0,0,0,0,0,3397,2850,1
1,70,1757,2,3,4,7,1,33,2597,0,2597,33,7,4,3,2,1,0,2647,180,0
10,59,3218,7,8,68,843,1789,337,17,6,1789,843,337,68,17,8,7,6,3075,320,1
9,67,1940,8,2620,1970,17,8,5,8,4,2620,1970,17,8,8,8,5,4,4640,180,1
5,59,1459,0,2673,1102,0,4,4,2,3,2673,1102,4,4,3,2,0,0,3788,130,0
6,59,1405,0,2699,976,2,5,6,5,5,2699,976,6,5,5,5,2,0,3698,190,0
0,65,1752,0,511,1691,0,1,2,3,2,1691,511,3,2,2,1,0,0,2210,180,0
16,55,3226,0,1063,1408,0,4,4,3,3,1408,1063,4,4,3,3,0,0,2485,240,1
10,68,1770,341,2310,502,2,3,5,3,3,2310,502,341,5,3,3,3,2,3169,120,0
12,78,1903,1790,9,0,0,1,0,1,1,1790,9,1,1,1,0,0,0,1802,1240,0
11,72,2511,0,0,1368,0,0,0,0,0,1368,0,0,0,0,0,0,0,1368,6010,1
17,57,2787,2,1340,335,3,7,6,5,3,1340,335,7,6,5,3,3,2,1701,1470,1
8,71,1831,1375,277,307,263,251,205,176,102,1375,307,277,263,251,205,176,102,2956,68950,0
21,54,1858,6,6,3,2,3072,11,3,4,3072,11,6,6,4,3,3,2,3107,1480,0
14,44,3948,2472,149,30,30,14,11,5,5,2472,149,30,30,14,11,5,5,2716,17910,0
17,59,3764,0,0,33,3218,2430,4,0,0,3218,2430,33,4,0,0,0,0,5685,740,1
21,54,2180,2,1,0,0,382,2541,134,1,2541,382,134,2,1,1,0,0,3061,1010,1
10,65,2005,0,0,2,2,2711,2465,9,2,2711,2465,9,2,2,2,0,0,5191,2560,1
9,62,2750,0,161,2814,4,0,0,0,0,2814,161,4,0,0,0,0,0,2979,2750,1
10,60,3055,1090,1192,2071,2011,2119,1771,1889,1303,2119,2071,2011,1889,1771,1303,1192,1090,13446,200,0
11,50,3992,300,572,661,850,1067,1382,1137,1009,1382,1137,1067,1009,850,661,572,300,6978,2040,0
20,57,2504,12,883,1893,1,1,2,1,1,1893,883,12,2,1,1,1,1,2794,990,1
10,55,3693,6,4,13,14,79,344,1336,959,1336,959,344,79,14,13,6,4,2755,2650,1
17,51,3335,0,0,1731,738,0,0,0,0,1731,738,0,0,0,0,0,0,2469,10530,1
17,58,2867,26,1464,372,0,3,1,2,2,1464,372,26,3,2,2,1,0,1870,520,1
5,57,1369,5,8,9,8,6,1,0,2878,2878,9,8,8,6,5,1,0,2915,230,0
16,59,3057,0,0,0,2488,1577,0,0,0,2488,1577,0,0,0,0,0,0,4065,850,1
13,51,3236,0,0,0,0,257,2473,1067,0,2473,1067,257,0,0,0,0,0,3797,3540,0
7,59,1387,2,2,3,1,1,0,879,2904,2904,879,3,2,2,1,1,0,3792,100,0
11,59,2825,0,0,0,0,2133,918,0,0,2133,918,0,0,0,0,0,0,3051,128800,1
0,64,1907,111,3010,75,0,1,3,4,1,3010,111,75,4,3,1,1,0,3205,120,0
5,65,1832,0,3202,1625,0,3,5,5,4,3202,1625,5,5,4,3,0,0,4844,400,0
18,66,2501,1573,1350,521,25,0,1,0,0,1573,1350,521,25,1,0,0,0,3470,280,1
7,74,1705,4,6,10,10,8,8,262,1985,1985,262,10,10,8,8,6,4,2293,5940,0
14,58,2750,0,0,1681,0,0,0,6,5,1681,6,5,0,0,0,0,0,1692,1980,1
15,64,3785,0,0,0,0,0,0,352,2767,2767,352,0,0,0,0,0,0,3119,250,1
9,61,3016,982,1070,1741,1613,1521,1309,1455,1018,1741,1613,1521,1455,1309,1070,1018,982,10709,110,0
20,61,2051,2,61,1891,201,2,2,2,2,1891,201,61,2,2,2,2,2,2163,200,0
23,72,2007,3,2,1,32,1798,95,0,2,1798,95,32,3,2,2,1,0,1933,4550,0
11,66,3290,27,38,107,282,510,901,1135,853,1135,901,853,510,282,107,38,27,3853,130,0
6,68,1727,0,790,1588,0,1,4,3,4,1588,790,4,4,3,1,0,0,2390,130,0
17,55,2624,0,0,0,564,2830,89,44,24,2830,564,89,44,24,0,0,0,3551,6830,0
23,55,1993,3,3,4,4,1,445,3301,0,3301,445,4,4,3,3,1,0,3761,110,0
11,74,2998,0,447,2613,159,0,0,0,0,2613,447,159,0,0,0,0,0,3219,510,1
18,72,2750,3,3,5,9,5,3,58,1780,1780,58,9,5,5,3,3,3,1866,750,1
16,54,3002,0,0,2392,10,0,0,0,0,2392,10,0,0,0,0,0,0,2402,7700,1
18,52,2025,2,1,3,4,5,79,1822,923,1822,923,79,5,4,3,2,1,2839,760,1
16,55,3268,0,0,0,2163,675,0,0,0,2163,675,0,0,0,0,0,0,2838,940,1
13,69,2836,2,4,3,0,40,2240,239,0,2240,239,40,4,3,2,0,0,2528,1620,0
4,67,1906,2,2,3,335,2369,2566,0,0,2566,2369,335,3,2,2,0,0,5277,3150,0
3,64,1873,0,3130,2381,0,5,8,5,4,3130,2381,8,5,5,4,0,0,5533,1350,0
2,76,1774,1632,36,3,4,3,3,1,1,1632,36,4,3,3,3,1,1,1683,180,0
16,49,3280,2,5,0,0,3,1584,2,4,1584,5,4,3,2,2,0,0,1600,3550,0
19,54,2124,2,0,0,0,2645,995,1,2,2645,995,2,2,1,0,0,0,3645,4300,1
23,82,1722,0,711,3765,251,4,3,3,4,3765,711,251,4,4,3,3,0,4741,4650,1
5,52,1543,2,3,4,3,0,0,2441,0,2441,4,3,3,2,0,0,0,2453,570,0
12,53,3054,2,4,1,1605,2,0,3,0,1605,4,3,2,2,1,0,0,1617,1720,0
15,62,3489,0,0,35,2722,0,0,0,0,2722,35,0,0,0,0,0,0,2757,470,1
6,67,1706,27,2677,307,9,4,3,3,3,2677,307,27,9,4,3,3,3,3033,130,0
23,64,1748,0,94,2196,108,1,4,2,3,2196,108,94,4,3,2,1,0,2408,150,0
7,53,2156,4,1,0,0,310,2821,67,0,2821,310,67,4,1,0,0,0,3203,24890,1
12,65,2661,2,3,8,6,159,1448,1600,0,1600,1448,159,8,6,3,2,0,3226,10580,1
12,56,3783,6,0,0,811,0,0,106,11,811,106,11,6,0,0,0,0,934,110,0
12,52,3899,74,153,523,887,786,993,96,5,993,887,786,523,153,96,74,5,3517,180,0
5,67,1853,1,0,0,102,2889,94,0,0,2889,102,94,1,0,0,0,0,3086,140,0
16,68,2941,0,0,1839,1588,0,0,0,0,1839,1588,0,0,0,0,0,0,3427,5100,1
20,66,1880,3,5,2,2,1763,2742,13,0,2742,1763,13,5,3,2,2,0,4530,8550,1
9,58,1807,1,1,2,256,2714,949,3,1,2714,949,256,3,2,1,1,1,3927,17420,1
16,58,3697,27,87,119,189,357,575,1060,1283,1283,1060,575,357,189,119,87,27,3697,260,0
19,58,2286,1,0,0,2450,886,0,2,4,2450,886,4,2,1,0,0,0,3343,280,1
18,69,2519,0,0,0,2029,0,0,0,2,2029,2,0,0,0,0,0,0,2031,320,1
8,60,2511,256,498,1085,1196,1228,1353,662,376,1353,1228,1196,1085,662,498,376,256,6654,2300,0
10,50,4168,0,0,0,0,1517,1718,0,0,1718,1517,0,0,0,0,0,0,3235,6630,1
0,56,1980,2,4,4,6,3,203,2735,3629,3629,2735,203,6,4,4,3,2,6586,740,0
10,75,2641,754,844,1400,1518,1667,1588,1749,1105,1749,1667,1588,1518,1400,1105,844,754,10625,370,0
20,60,1973,0,86,2656,880,2,7,5,3,2656,880,86,7,5,3,2,0,3639,100,0
11,56,3704,0,0,1478,4042,0,0,0,0,4042,1478,0,0,0,0,0,0,5520,1170,1
18,66,2442,0,0,0,2121,1093,0,0,0,2121,1093,0,0,0,0,0,0,3214,1600,1
18,52,2720,0,0,0,96,2517,1592,0,0,2517,1592,96,0,0,0,0,0,4205,410,1
10,49,3633,5,1,0,0,1556,41,4,3,1556,41,5,4,3,1,0,0,1610,540,0
9,54,2136,209,238,270,288,226,255,1117,3627,3627,1117,288,270,255,238,226,209,6230,100,0
8,64,2990,3,4,25,30,18,76,1248,2018,2018,1248,76,30,25,18,4,3,3422,530,1
18,58,2454,2446,1157,35,16,11,8,5,8,2446,1157,35,16,11,8,8,5,3686,6510,1
13,54,3781,1680,1494,939,479,102,59,59,36,1680,1494,939,479,102,59,59,36,4848,2060,0
20,60,1883,1,4,6,6,18,856,1735,0,1735,856,18,6,6,4,1,0,2626,930,1
16,71,2949,32,316,832,1105,1868,819,263,35,1868,1105,832,819,316,263,35,32,5270,420,0
14,61,3529,0,0,0,0,0,2100,1636,0,2100,1636,0,0,0,0,0,0,3736,6120,1
7,63,1767,27,34,17,5,1,0,3024,2904,3024,2904,34,27,17,5,1,0,6012,110,0
10,66,2623,0,1,3,0,66,3535,544,0,3535,544,66,3,1,0,0,0,4149,1870,1
18,60,2569,3,4,2,1,129,1797,2124,0,2124,1797,129,4,3,2,1,0,4060,1550,1
9,57,2315,0,0,3883,0,9,9,7,9,3883,9,9,9,7,0,0,0,3917,880,1
6,57,1369,2,5,6,5,2,0,0,2814,2814,6,5,5,2,2,0,0,2834,370,0
12,49,4119,0,0,0,0,484,2862,2492,57,2862,2492,484,57,0,0,0,0,5895,1530,1
16,68,2627,0,0,111,2691,1577,0,0,0,2691,1577,111,0,0,0,0,0,4379,3990,1
11,60,3204,0,0,608,0,0,0,4,3,608,4,3,0,0,0,0,0,615,820,0
8,55,2508,2,0,0,0,2097,1382,0,4,2097,1382,4,2,0,0,0,0,3485,1460,1
9,63,2791,0,0,2608,204,0,0,0,0,2608,204,0,0,0,0,0,0,2812,88880,1
17,66,2572,3,6,4,6,0,19,1796,0,1796,19,6,6,4,3,0,0,1834,690,1
1,59,1976,4,3,5,77,2113,1176,9,5,2113,1176,77,9,5,5,4,3,3392,1250,1
19,60,2948,0,1,4,1,6,926,2684,17,2684,926,17,6,4,1,1,0,3639,2870,1
9,77,1831,2201,101,8,11,10,6,2,10,2201,101,11,10,10,8,6,2,2349,100,0
19,66,2142,0,1,3,463,3242,217,0,0,3242,463,217,3,1,0,0,0,3926,56330,1
14,56,3888,6,10,16,53,336,1165,1115,750,1165,1115,750,336,53,16,10,6,3451,2840,0
23,64,1753,0,1960,1999,6,6,7,9,5,1999,1960,9,7,6,6,5,0,3992,100,0
17,70,2480,1,3,1,116,2907,1016,7,0,2907,1016,116,7,3,1,1,0,4051,140,1
14,64,3130,4,0,2911,1614,23,0,0,0,2911,1614,23,4,0,0,0,0,4552,4420,1
6,74,1611,3,2,3,4,2,0,273,2057,2057,273,4,3,3,2,2,0,2344,1870,0
13,68,2893,0,0,0,0,1587,2199,0,0,2199,1587,0,0,0,0,0,0,3786,2240,0
18,56,2821,1,1,3,0,532,2336,323,0,2336,532,323,3,1,1,0,0,3196,1320,1
16,60,3423,475,1290,1519,1583,1456,1048,394,149,1583,1519,1456,1290,1048,475,394,149,7914,5870,0
0,65,1747,799,1936,69,0,3,3,3,3,1936,799,69,3,3,3,3,0,2816,140,0
11,54,3799,185,319,816,1069,992,831,257,96,1069,992,831,816,319,257,185,96,4565,5460,0
7,70,1360,0,780,1935,1,0,2,3,2,1935,780,3,2,2,1,0,0,2723,130,0
8,63,2514,0,0,13,0,29,2565,321,0,2565,321,29,13,0,0,0,0,2928,120,1
13,68,2720,0,0,0,1020,3310,288,0,0,3310,1020,288,0,0,0,0,0,4618,2660,1
13,58,3223,0,0,3357,1128,0,0,0,0,3357,1128,0,0,0,0,0,0,4485,420,1
16,48,3054,0,0,0,0,38,2935,1961,0,2935,1961,38,0,0,0,0,0,4934,1960,1
6,62,1628,0,3317,3052,0,2,6,4,3,3317,3052,6,4,3,2,0,0,6384,120,0
11,67,3076,1176,1659,262,27,21,3,10,0,1659,1176,262,27,21,10,3,0,3158,150,1
14,56,3607,412,918,1127,1217,1367,869,297,140,1367,1217,1127,918,869,412,297,140,6347,11000,0
12,52,3855,14,57,281,992,968,576,116,27,992,968,576,281,116,57,27,14,3031,280,0
22,53,2103,5,6,9,8,9,184,3803,210,3803,210,184,9,9,8,6,5,4234,330,1
18,63,2299,2,0,0,651,2760,21,2,3,2760,651,21,3,2,2,0,0,3439,460,1
8,57,2368,59,66,121,180,147,571,1825,1309,1825,1309,571,180,147,121,66,59,4278,130,0
16,58,3566,1858,1617,871,397,84,49,100,46,1858,1617,871,397,100,84,49,46,5022,160,0
11,67,2751,0,0,0,701,2450,0,0,0,2450,701,0,0,0,0,0,0,3151,18130,1
9,67,2973,124,212,401,775,1076,1327,1027,1676,1676,1327,1076,1027,775,401,212,124,6618,1810,0
5,66,1759,2,0,2418,396,5,3,3,1,2418,396,5,3,3,2,1,0,2828,610,1
19,58,2067,0,0,0,2468,235,0,1,2,2468,235,2,1,0,0,0,0,2706,1560,1
6,62,1623,0,2126,1547,1,2,3,3,2,2126,1547,3,3,2,2,1,0,3684,190,0
1,64,2001,4,2,1,1,229,3199,51,0,3199,229,51,4,2,1,1,0,3487,230,1
8,58,2170,0,5,8,5,2,0,0,2530,2530,8,5,5,2,0,0,0,2550,3860,1
10,53,3369,6,29,212,761,1956,1043,245,23,1956,1043,761,245,212,29,23,6,4275,1640,0
12,68,1853,117,2203,225,4,4,5,4,3,2203,225,117,5,4,4,4,3,2565,3820,0
1,59,1973,3,2,3,4,378,1960,2969,207,2969,1960,378,207,4,3,3,2,5526,620,1
4,59,1511,0,2676,1038,2,5,6,4,4,2676,1038,6,5,4,4,2,0,3735,140,0
11,50,4151,227,584,874,1305,994,559,280,60,1305,994,874,584,559,280,227,60,4883,1430,0
23,64,2060,5,3,4,0,504,2643,0,0,2643,504,5,4,3,0,0,0,3159,240,0
10,70,2184,2,2,1,0,681,1382,0,1,1382,681,2,2,1,1,0,0,2069,270,1
9,55,2653,0,0,0,0,102,1108,3597,0,3597,1108,102,0,0,0,0,0,4807,79830,1
10,52,3171,196,1349,1556,1694,1122,300,122,67,1694,1556,1349,1122,300,196,122,67,6406,860,0
15,60,3096,0,0,40,2960,275,0,0,0,2960,275,40,0,0,0,0,0,3275,2590,1
16,50,3187,2,2,2,0,0,2540,2066,0,2540,2066,2,2,2,0,0,0,4612,3600,1
14,73,2467,0,82,1844,2353,167,0,0,0,2353,1844,167,82,0,0,0,0,4446,1780,1
12,69,2808,30,31,64,123,200,695,3803,458,3803,695,458,200,123,64,31,30,5404,400,0
23,60,2038,0,403,2718,486,0,3,4,3,2718,486,403,4,3,3,0,0,3617,120,0
