Ora,Paratartalom,Homerseklet,D1,D2,D3,D4,D5,D6,D7,D8,L1,L2,L3,L4,L5,L6,L7,L8,Meretszam,Idokulonbseg,Megerositett
11,52,3992,1324,1630,1837,2446,2266,2359,2171,1876,2446,2359,2266,2171,1876,1837,1630,1324,15909,780,0
9,75,2658,1003,1116,1243,1222,1134,1099,1067,748,1243,1222,1134,1116,1099,1067,1003,748,8632,220,0
16,87,2979,4,0,619,2,0,0,0,2,619,4,2,2,0,0,0,0,627,210,0
11,56,3162,143,176,204,808,1551,467,171,87,1551,808,467,204,176,171,143,87,3607,1570,0
12,48,4129,2,0,0,0,256,1041,0,0,1041,256,2,0,0,0,0,0,1299,380,0
1,53,1573,2,3,3,2,2,1208,1398,2,1398,1208,3,3,2,2,2,2,2620,30460,0
20,60,2117,4,5,5,1,5,15,2864,1942,2864,1942,15,5,5,5,4,1,4841,770,0
7,60,2073,8,6,6,8,6,15,521,3682,3682,521,15,8,8,6,6,6,4252,3910,1
7,69,1366,258,196,1940,5,3,4,3,3,1940,258,196,5,4,3,3,3,2412,100,0
16,71,2951,0,0,0,107,2333,2179,130,0,2333,2179,130,107,0,0,0,0,4749,350,1
1,66,1750,0,0,2821,481,0,2,2,3,2821,481,3,2,2,0,0,0,3309,850,0
9,54,2363,29,31,30,37,30,63,324,1515,1515,324,63,37,31,30,30,29,2059,110,0
9,77,1824,2238,34,1,3,4,7,6,2,2238,34,7,6,4,3,2,1,2295,100,0
9,54,2257,80,118,83,65,67,310,3339,3830,3830,3339,310,118,83,80,67,65,7892,100,0
6,57,1772,2,2,4,2,0,333,1971,0,1971,333,4,2,2,2,0,0,2314,360,0
13,53,2856,0,0,0,1882,100,0,0,0,1882,100,0,0,0,0,0,0,1982,1930,1
12,64,3054,0,0,8,516,1869,187,15,0,1869,516,187,15,8,0,0,0,2595,2200,1
19,60,2251,0,104,2413,0,0,2,1,1,2413,104,2,1,1,0,0,0,2521,1550,1
18,74,2369,1,0,1,1029,3150,0,0,5,3150,1029,5,1,1,0,0,0,4186,1250,1
5,54,1604,2,2791,189,1,3,4,3,2,2791,189,4,3,3,2,2,1,2995,850,0
13,67,3719,12,46,177,475,1157,577,244,42,1157,577,475,244,177,46,42,12,2730,250,0
18,55,3332,1,0,0,625,2722,0,0,1,2722,625,1,1,0,0,0,0,3349,9250,1
7,59,1385,2,1,2,2,1,0,647,2951,2951,647,2,2,2,1,1,0,3606,260,0
8,53,2301,0,0,0,2618,561,0,0,0,2618,561,0,0,0,0,0,0,3179,220,1
6,73,1831,980,1608,29,5,3,5,4,4,1608,980,29,5,5,4,4,3,2638,100,0
4,54,1585,0,2709,800,3,5,2,3,2,2709,800,5,3,3,2,2,0,3524,560,0
4,55,1428,2,2,0,0,925,1687,1369,105,1687,1369,925,105,2,2,0,0,4090,31840,0
10,68,1784,269,2279,435,1,2,4,4,2,2279,435,269,4,4,2,2,1,2996,130,0
4,59,1578,2,2642,2010,1,6,7,7,7,2642,2010,7,7,7,6,2,1,4682,110,0
23,64,1752,11,883,2098,12,5,2,3,3,2098,883,12,11,5,3,3,2,3017,160,0
11,59,2735,0,0,1871,2561,6,0,0,0,2561,1871,6,0,0,0,0,0,4438,990,1
1,66,1751,0,1,2820,811,0,2,3,2,2820,811,3,2,2,1,0,0,3639,610,0
11,55,3616,660,740,665,2351,1576,688,778,562,2351,1576,778,740,688,665,660,562,8020,2430,0
17,60,2727,3,80,308,1670,1561,30,3,0,1670,1561,308,80,30,3,3,0,3655,270,1
10,59,2921,21,62,175,391,679,1231,940,322,1231,940,679,391,322,175,62,21,3821,400,0
10,68,1792,0,2121,56,1,2,5,3,2,2121,56,5,3,2,2,1,0,2190,180,0
12,52,3894,88,215,855,833,322,47,10,4,855,833,322,215,88,47,10,4,2374,100,0
21,46,2144,4,5,5,6,3,27,1251,0,1251,27,6,5,5,4,3,0,1301,1760,0
12,70,2565,0,0,386,2449,376,0,0,0,2449,386,376,0,0,0,0,0,3211,500,1
1,56,1880,2401,1454,20,5,3,5,2,3,2401,1454,20,5,5,3,3,2,3893,260,0
11,70,2382,36,3248,1990,37,7,9,13,15,3248,1990,37,36,15,13,9,7,5355,160,0
16,65,2887,0,0,2689,3249,224,7,4,1,3249,2689,224,7,4,1,0,0,6174,1570,1
23,47,1970,185,1253,508,36,5,2,4,2,1253,508,185,36,5,4,2,2,1995,25680,0
17,69,2671,11,1376,614,0,0,0,0,0,1376,614,11,0,0,0,0,0,2001,1440,1
11,71,1853,4,5,5,8,1,38,2603,0,2603,38,8,5,5,4,1,0,2664,1050,1
1,65,1751,0,468,1427,320,0,2,3,1,1427,468,320,3,2,1,0,0,2221,630,0
14,63,3855,0,0,615,0,0,0,0,0,615,0,0,0,0,0,0,0,615,1550,0
13,65,3567,28,82,221,544,1378,1925,1878,1555,1925,1878,1555,1378,544,221,82,28,7611,1560,0
8,67,2035,21,387,2591,1073,16,19,9,10,2591,1073,387,21,19,16,10,9,4126,480,1
9,53,2363,29,34,47,47,38,43,205,1514,1514,205,47,47,43,38,34,29,1957,100,0
4,54,1572,0,2713,710,4,3,3,3,3,2713,710,4,3,3,3,3,0,3439,500,0
18,60,2763,0,0,610,2622,1372,35,0,0,2622,1372,610,35,0,0,0,0,4639,520,1
10,66,3102,0,0,0,2427,2779,71,2,0,2779,2427,71,2,0,0,0,0,5279,140,1
13,68,1771,450,2397,543,4,6,4,5,3,2397,543,450,6,5,4,4,3,3412,130,0
7,77,1781,1619,23,0,1,1,3,1,1,1619,23,3,1,1,1,1,0,1649,210,0
13,73,2322,15,55,512,1529,1525,432,5,1,1529,1525,512,432,55,15,5,1,4074,490,1
18,50,2921,0,290,3698,971,0,0,0,0,3698,971,290,0,0,0,0,0,4959,510,1
6,77,1747,1576,22,0,1,0,1,0,0,1576,22,1,1,0,0,0,0,1600,360,0
9,62,3262,0,0,0,470,2737,0,0,0,2737,470,0,0,0,0,0,0,3207,990,1
14,61,3273,0,0,0,0,4,1995,0,0,1995,4,0,0,0,0,0,0,1999,5010,1
13,60,1694,10,2823,677,34,42,16,17,10,2823,677,42,34,17,16,10,10,3629,490,0
22,82,1798,1,0,9,2568,136,0,2,0,2568,136,9,2,1,0,0,0,2716,10020,1
17,69,2723,3,1,0,0,0,39,1620,0,1620,39,3,1,0,0,0,0,1663,1260,1
4,54,1463,2582,71,5,4,6,5,7,5,2582,71,7,6,5,5,5,4,2685,160,0
9,63,2959,0,0,0,1487,599,0,0,0,1487,599,0,0,0,0,0,0,2086,270,1
11,53,3523,50,135,175,225,392,520,1078,928,1078,928,520,392,225,175,135,50,3503,5990,0
10,55,3419,507,1128,1426,3233,1348,691,372,97,3233,1426,1348,1128,691,507,372,97,8802,230,0
3,76,1771,1502,40,4,2,2,3,4,1,1502,40,4,4,3,2,2,1,1558,200,0
13,61,3419,0,0,0,0,0,613,4644,0,4644,613,0,0,0,0,0,0,5257,3210,1
5,52,1538,4,4,4,5,0,0,2395,0,2395,5,4,4,4,0,0,0,2412,470,0
18,59,3103,0,620,4549,178,0,0,0,0,4549,620,178,0,0,0,0,0,5347,180,1
18,58,2747,3,0,0,0,8,930,3565,0,3565,930,8,3,0,0,0,0,4506,800,1
23,51,1832,2,3,3,0,0,2776,6,0,2776,6,3,3,2,0,0,0,2790,12010,1
15,55,2542,1,0,0,0,1380,3963,0,0,3963,1380,1,0,0,0,0,0,5344,1620,1
11,52,3565,0,0,0,0,0,0,850,0,850,0,0,0,0,0,0,0,850,930,0
23,61,1757,3,1,1,0,0,0,2996,2826,2996,2826,3,1,1,0,0,0,5827,100,0
15,52,3264,1,0,0,0,0,2277,4716,0,4716,2277,1,0,0,0,0,0,6994,1090,1
10,71,2561,0,0,0,52,1058,2268,50,0,2268,1058,52,50,0,0,0,0,3428,2150,0
2,64,1875,75,2156,882,1,2,3,3,2,2156,882,75,3,3,2,2,1,3124,690,0
11,59,2834,0,0,0,1132,1270,0,0,0,1270,1132,0,0,0,0,0,0,2402,980,1
12,50,4141,101,331,1274,420,82,26,7,5,1274,420,331,101,82,26,7,5,2246,690,0
4,76,1754,1655,44,3,7,6,6,2,4,1655,44,7,6,6,4,3,2,1727,180,0
8,51,3040,1,3,28,1658,0,0,0,0,1658,28,3,1,0,0,0,0,1690,680,0
14,63,1584,1583,1498,1773,1429,1448,1505,1442,1320,1773,1583,1505,1498,1448,1442,1429,1320,11998,8020,0
17,65,2783,0,120,2373,16,0,1,1,2,2373,120,16,2,1,1,0,0,2513,830,1
9,68,1792,6,2075,609,0,1,4,2,3,2075,609,6,4,3,2,1,0,2700,210,0
8,51,3373,0,0,0,0,0,1564,64,0,1564,64,0,0,0,0,0,0,1628,530,0
6,67,1842,29,2704,2193,28,8,9,6,5,2704,2193,29,28,9,8,6,5,4982,300,0
0,65,1747,0,1043,1699,1,0,4,4,4,1699,1043,4,4,4,1,0,0,2755,100,0
9,57,2978,10,29,92,251,765,1396,816,1364,1396,1364,816,765,251,92,29,10,4723,270,0
9,73,2872,1061,1143,1796,1665,1518,1236,1136,811,1796,1665,1518,1236,1143,1136,1061,811,10366,1480,0
17,58,2872,142,233,593,1415,595,40,15,3,1415,595,593,233,142,40,15,3,3036,110,0
18,57,2555,0,1556,1730,0,0,0,0,0,1730,1556,0,0,0,0,0,0,3286,4190,0
17,71,2950,0,0,0,2422,1105,0,0,0,2422,1105,0,0,0,0,0,0,3527,440,1
22,56,1940,3,3,2,2,0,1472,2818,77,2818,1472,77,3,3,2,2,0,4377,12840,0
6,69,1385,3,4,2,4,2,10,205,2456,2456,205,10,4,4,3,2,2,2686,130,0
13,58,3193,0,0,0,0,533,2046,904,0,2046,904,533,0,0,0,0,0,3483,400,1
2,65,2009,3,1,651,2380,0,2,2,3,2380,651,3,3,2,2,1,0,3042,1440,1
4,76,1743,1657,34,2,2,2,1,1,2,1657,34,2,2,2,2,1,1,1701,210,0
19,64,1949,4,4,6,7,6,507,2404,0,2404,507,7,6,6,4,4,0,2938,1780,1
0,56,1888,2,4,5,3,0,1777,1934,3,1934,1777,5,4,3,3,2,0,3728,180,0
12,58,2361,4,6,5,0,0,1050,2230,0,2230,1050,6,5,4,0,0,0,3295,1830,1
8,53,2679,0,0,0,0,435,2116,0,0,2116,435,0,0,0,0,0,0,2551,1100,1
15,78,2099,0,0,99,2372,1657,0,0,0,2372,1657,99,0,0,0,0,0,4128,750,1
11,63,2679,1550,1086,49,0,0,0,0,0,1550,1086,49,0,0,0,0,0,2685,830,1
12,69,2819,0,0,0,1909,479,0,0,0,1909,479,0,0,0,0,0,0,2388,3140,1
1,70,1759,3,4,4,5,0,35,2593,0,2593,35,5,4,4,3,0,0,2644,240,0
15,59,3042,0,0,0,265,3609,0,0,0,3609,265,0,0,0,0,0,0,3874,7180,1
17,58,2878,0,0,0,229,3031,1083,0,0,3031,1083,229,0,0,0,0,0,4343,190,1
21,51,1822,4,3,3,7,32,1910,6,3,1910,32,7,6,4,3,3,3,1968,3980,0
2,56,1615,41,3272,2032,2,2,4,5,5,3272,2032,41,5,5,4,2,2,5363,110,0
9,54,2321,172,190,201,223,185,204,1051,3393,3393,1051,223,204,201,190,185,172,5619,100,0
4,70,1754,0,2869,1239,0,2,3,3,3,2869,1239,3,3,3,2,0,0,4119,120,0
21,52,2401,3,4,2,3,2301,754,1,1,2301,754,4,3,3,2,1,1,3069,4390,1
12,53,3282,0,0,679,3587,2666,138,228,228,3587,2666,679,228,228,138,0,0,7526,2800,0
5,57,1499,4,4,7,8,5,0,2624,10,2624,10,8,7,5,4,4,0,2662,260,0
9,60,2274,23,1599,3,3,5,2,6,3,1599,23,6,5,3,3,3,2,1644,1490,1
